	ID	Text	Text_korr	Span	StartChar	EndChar	Code-annotator1	Code-annotator2	Code-annotator3	Code-annotator4	status	context_before	match	context_after	max_agreement_freq	max_agreement_label
Diplomarbeit-Einleitung_13-09-15_27-16-44+11539	581.0	Diplomarbeit-Einleitung_13-09-15_27-16-44	13-09-15_Diplomarbeit-Einleitung_27-16-44.txt	ich	11539	11542	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_10	ode wird angewendet und die von mir gestellte Fragestellungen zu beantworten. Als Design werde ich ein Vergleichsstudie angewendet, Als Methode werde 	ich	 Verbale Daten durch Leitfaden Interwies an Experten (Experten Interviews) durchführen. Hiermit ist gemeint Lehrpersonal und Schulverwaltung, weil sie	4	Verfasser-Ich
Diplomarbeit-Einleitung_13-09-15_27-16-44+4107	567.0	Diplomarbeit-Einleitung_13-09-15_27-16-44	13-09-15_Diplomarbeit-Einleitung_27-16-44.txt	ich	4107	4110	SB-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	nicht zu erklären.  Wie wird in Hamburger Schulverwaltung mit den Schülerdaten umgegangen, um Aufdeckung von Schülern ohne Status zu vermeiden, werde 	ich	 in dieser Arbeit noch näher eingehen.     • Der Anlass des Forschungsthemas ist mein persönliches Interesse, das Thema ist relevant für mich aus vers	3	Verfasser-Ich
Diplomarbeit-Einleitung_13-09-15_27-16-44+4284	569.0	Diplomarbeit-Einleitung_13-09-15_27-16-44	13-09-15_Diplomarbeit-Einleitung_27-16-44.txt	ich	4284	4287	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	rough_match_5	äher eingehen.     • Der Anlass des Forschungsthemas ist mein persönliches Interesse, das Thema ist relevant für mich aus verschiedenen Gründen. Auch 	ich	 habe  Erfahrung gemacht, die mich beeinträchtigt habe die Schule nicht besuchen zu dürfen aufgrund einer Duldung. Darüber hinaus vertiefte mein Inter	4	Erzähler-Ich
Diplomarbeit-Einleitung_13-09-15_27-16-44+4889	570.0	Diplomarbeit-Einleitung_13-09-15_27-16-44	13-09-15_Diplomarbeit-Einleitung_27-16-44.txt	ich	4889	4892	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Erzähler-Ich	rough_match_5	haftliche Problem in Deutschland sowie in der europäische Union   •   Die folgende empirische Arbeit ist das Ergebnis eine minuziöse Beobachtung, die 	ich	 im Rahm eines Praktikums bei der Regionale Beratung-und Unterstützungsstellen Hamburg (REBUS) absolviert habe.  Die Regionalen Beratung-und Unterstüt	3	Verfasser-Ich
Diplomarbeit-Einleitung_13-09-15_27-16-44+6172	572.0	Diplomarbeit-Einleitung_13-09-15_27-16-44	13-09-15_Diplomarbeit-Einleitung_27-16-44.txt	ich	6172	6175	Verfasser-Ich	Erzähler-Ich	Forscher-Ich	Erzähler-Ich	rough_match_5	 ändern, um ihre Privatsphäre nicht zu verletzen. Im Rahme meiner Tätigkeit bei REBUS im Bezug zu dem Umgang mit Schülern ohne Aufenthaltsstatus habe 	ich	 durch eine Anfrage an REBUS die Meldung einer Schülerin Namen „Claudia“ Ehrenamtlich über ein Jahr verfolgt. Grund der Meldung war soziales Verhalten	2	Erzähler-Ich
Diplomarbeit-Einleitung_13-09-15_27-16-44+6602	573.0	Diplomarbeit-Einleitung_13-09-15_27-16-44	13-09-15_Diplomarbeit-Einleitung_27-16-44.txt	ich	6602	6605	Erzähler-Ich	Erzähler-Ich	Forscher-Ich	Erzähler-Ich	rough_match_5	n, wie Pünktlichkeit Erscheinung, versäumte Schulalltag ohne vorliegende Begründung. Als Falls zuständiger, wurde eine Schulpsychologin bestimmt, die 	ich	 bei der Bearbeitung und Verfolgung des Falles mitbegleiten dürfte.  Nach einem Erst-Gespräch mit der Klassenlehrerin, die Schülerin und die Mutter, w	3	Erzähler-Ich
Diplomarbeit-Einleitung_13-09-15_27-16-44+8415	574.0	Diplomarbeit-Einleitung_13-09-15_27-16-44	13-09-15_Diplomarbeit-Einleitung_27-16-44.txt	ich	8415	8418	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	ltet die notwendige Hintergrund Informationen zum Gegenstand und Theoretischer Bezugsrahmen. Als Instrument für die Hintergrund Informationen befasse 	ich	 mich mit der rechtlichen Grundlage der Zuwanderungsgesetzt in Deutschland, um Erkenntnisse zur erlangen, welche Vorschritten vorgeschrieben sind, um 	4	Verfasser-Ich
Diplomarbeit-Einleitung_13-09-15_27-16-44+8617	575.0	Diplomarbeit-Einleitung_13-09-15_27-16-44	13-09-15_Diplomarbeit-Einleitung_27-16-44.txt	ich	8617	8620	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	ngsgesetzt in Deutschland, um Erkenntnisse zur erlangen, welche Vorschritten vorgeschrieben sind, um eine Aufenthaltstitel zu erlangen. Hiermit setze 	ich	 mich auseinander mit den Voraussetzungen von Asylrechte für unbegleitete Minderjährige, sowie die Auswirkung von Kindern-und Jugendhilfe für Flüchtli	4	Verfasser-Ich
Diplomarbeit-Einleitung_13-09-15_27-16-44+9647	576.0	Diplomarbeit-Einleitung_13-09-15_27-16-44	13-09-15_Diplomarbeit-Einleitung_27-16-44.txt	ich	9647	9650	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	uslose Kinder, das Zentralschulregister im Zusammenhang mit Schulverletzung und Aufdeckung von „Irreguläre Migranten“ Schüler. An dieser Stelle setze 	ich	 meine Forschungsfrage, weil es Forschungslücke bezüglich die Handhabung von Eintragung in das Zentralschulregister für Schüler mit unsicheren Aufenth	4	Verfasser-Ich
Diss-Geopolitik-zweites-Kapitel_15-06-22_00-08-79_SB19+3590	666.0	Diss-Geopolitik-zweites-Kapitel_15-06-22_00-08-79_SB19	15-06-22_Diss-Geopolitik-zweites-Kapitel_00-08-79_SB19.txt	ich	3590	3593	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	ucht, das Handeln von politischen Akteuren aufzuzeigen. Um eine Verbindung zu einer Theoriekonstruktion der Geopolitik herstellen zu können, verwiese 	ich	 auf die konzeptionelle Grundlage einer konstruktivistischen Geopolitik als räumliches Handeln um Macht und Konflikte. Ziel ist die Entwicklung einer 	4	Verfasser-Ich
Diss-Geopolitik-zweites-Kapitel_15-06-22_00-08-79_SB19+4666	667.0	Diss-Geopolitik-zweites-Kapitel_15-06-22_00-08-79_SB19	15-06-22_Diss-Geopolitik-zweites-Kapitel_00-08-79_SB19.txt	ich	4666	4669	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	ragen nach Macht, Raum und Politik in außenpolitischem Handeln von Staaten auf internationalem Maßstab konzipiert. In der Folge dieses Kapitels weise 	ich	 nach der Betrachtung von Debatten und Theorien von der Geopolitikwissenschaft und der Internationalen Beziehungen auf einem Standort hin, der uns erl	4	Verfasser-Ich
Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26+14122	675.0	Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26	12-08-02_Diss-Zweisprachigkeit_11-07-95_SB26.txt	ich	14122	14125	Forscher-Ich	Forscher-Ich	Forscher-Ich	Forscher-Ich	fullmatch	est any of the several disciplines dealing with human activity-any and all of the human sciences.”  In meinem Verständnis der Zweisprachigkeit stimme 	ich	 Triarchi- Herrmann (2006: 19) zu: „Für mich ist eine Person zweisprachig, wenn sie über die Fähigkeit verfügt, sich ohne größere Schwierigkeiten in z	4	Forscher-Ich
Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26+14604	676.0	Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26	12-08-02_Diss-Zweisprachigkeit_11-07-95_SB26.txt	ich	14604	14607	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	ie durch den ständigen und intensiven Kontakt mit einer zweisprachigen Umgebung entwickelt haben.“   Von dieser Definition der Zweisprachigkeit werde 	ich	 in meiner Arbeit ausgehen.   Formen von Zweisprachigkeit Aus der Bilingualismusforschung ist bekannt, dass verschiedene Faktoren dieses Phänomen beei	4	Verfasser-Ich
Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26+26041	677.0	Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26	12-08-02_Diss-Zweisprachigkeit_11-07-95_SB26.txt	ich	26041	26044	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	Zweisprachigkeit auf ein Individuum die zentrale Frage dieser Dissertation. Bevor diesen Aspekt an meiner Untersuchungsgruppe betrachtet wird, möchte 	ich	 auf Vorteile und Nachteile der Zweisprachigkeit eingehen, die aus der Forschungsliteratur bekannt sind.                   Welche Vor- und Nachteile b	4	Verfasser-Ich
Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26+26790	678.0	Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26	12-08-02_Diss-Zweisprachigkeit_11-07-95_SB26.txt	ich	26790	26793	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	weisprachigkeit wird hervorgehoben. Seit Ende der 90er Jahren verbreitet sich neutrale Haltung gegenüber der bilingualen Erziehung. Im Weiteren werde 	ich	 die oben genannten Meilensteine in der Bilingualismusforschung genauer erläutern.  Negative Effekte der Zweisprachigkeit Im 19. Jahrhundert - in der 	4	Verfasser-Ich
Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26+44545	679.0	Diss-Zweisprachigkeit_12-08-02_11-07-95_SB26	12-08-02_Diss-Zweisprachigkeit_11-07-95_SB26.txt	ich	44545	44548	Forscher-Ich	Forscher-Ich	Verfasser-Ich	"""Ich"" stellvertr. für Allgemeinheit"	fullmatch	cerned. Answering this question would require comparative settings and research, which has been lacking up to now.”  Folgend Gogolin (2006) betrachte 	ich	 die Förderung von Zweisprachigkeit als ein Gewinn für den zweisprachigen Menschen selbst und für die Gesellschaft. Die Förderung der Erstsprache ermö	2	Forscher-Ich
Dissertation-Teil1_12-05-13_01-05-81+4714	652.0	Dissertation-Teil1_12-05-13_01-05-81	12-05-13_Dissertation-Teil1_01-05-81.txt	ich	4714	4717	Verfasser-Ich	Verfasser-Ich	Erzähler-Ich	Verfasser-Ich	fullmatch	 soll Stein auf Stein mit alle Bürgerinnen und Bürger der Gesellschaft gebaut werden.  Mit einem plastischen Beispiel für ein gemeinsames Haus möchte 	ich	 mit eine Geschichte von R. Roosevelt Thomas diesen Artikel beenden.    „Giraffenhaus des Jahres“. Eines Tages begegnet eine Giraffe einem Elefanten a	3	Verfasser-Ich
Essay-1_14-09-01_10-11-31_SB02+1208	722.0	Essay-1_14-09-01_10-11-31_SB02	14-09-01_Essay-1_10-11-31_SB02.txt	ich	1208	1211	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	he in vier Stufen gegliedert werden. Diese vier Stufen, Aufmerksamkeitsprozess, Gedächtnisprozess Reproduktionsprozess und Motivationsprozess,  werde 	ich	 anhand des obengenannten Beispiels näher erläutern. (vgl. Bandura S.4f.) Herr Maier ist das Modell und Lara ist der Observer, der Beobachter. Da Herr	4	Verfasser-Ich
Essay-1_14-09-01_10-11-31_SB02+3293	723.0	Essay-1_14-09-01_10-11-31_SB02	14-09-01_Essay-1_10-11-31_SB02.txt	ich	3293	3296	Erzähler-Ich	Erzähler-Ich	Forscher-Ich	Erzähler-Ich	rough_match_5	er an. Das Schlechte Benehmen des Lehrers, wird von den Schüler gesehen und abgespeichert, da sie den Lehrer als Modell nehmen und ihn nachahmen. Als 	ich	 in einer Schule hospitiert habe, ist mir oft aufgefallen, dass der Lehrer die Schüler angeschrien hat. In der Pause ist es vorgekommen, dass ein Schü	3	Erzähler-Ich
Essay-1_14-09-01_10-11-31_SB02+4607	724.0	Essay-1_14-09-01_10-11-31_SB02	14-09-01_Essay-1_10-11-31_SB02.txt	ich	4607	4610	Verfasser-Ich	Forscher-Ich	Forscher-Ich	Forscher-Ich	rough_match_5	icht schon, wenn die Kinder ein Film über schlechtes Verhalten sehen, was dazu führen kann auch schlechtes Benehmen nachzuahmen. Zusammenfassend kann 	ich	 sagen, dass das Modelllernen von Bandura dazu führt  unangemessenes Verhalten nach zu ahmen. Allerdings sind nicht nur Lehrer verantwortlich am schle	3	Forscher-Ich
Essay-2_14-09-01_10-11-31_SB02+5389	725.0	Essay-2_14-09-01_10-11-31_SB02	14-09-01_Essay-2_10-11-31_SB02.txt	ich	5389	5392	Verfasser-Ich	Forscher-Ich	Forscher-Ich	Forscher-Ich	rough_match_15	te man den Ratsuchenden weiter verweisen. Kongruenz ist eine Vorraussetzung für das Vertrauen und des Ratsuchenden zum Berater.  Zusammenfassend kann 	ich	 sagen, dass die oben aufgestellte These: Beratung erfordert die Fähigkeit zu Empathie, Akzeptanz und Kongruenz, um dem Ratsuchenden einen Rahmen zur 	3	Forscher-Ich
Essay-Bindung_14-01-15_04-10-06_SB11+1018	733.0	Essay-Bindung_14-01-15_04-10-06_SB11	14-01-15_Essay-Bindung_04-10-06_SB11.txt	ich	1018	1021	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	utter-Kind-Bindung gilt als großer Bestandteil gesunder psychischer Entwicklung und Bildung des heranwachsenden Kindes.  Seine Bindungstheorie stelle 	ich	 Freuds Sexualtriebtheorie gegenüber (Baumgart 2001, S. 50-58).  Bowlby Bindungstheorie entgegnet Freuds Sexualtriebtheorie Nachdem Freuds (Baumgart 2	4	Verfasser-Ich
Essay-Bindung_14-01-15_04-10-06_SB11+467	732.0	Essay-Bindung_14-01-15_04-10-06_SB11	14-01-15_Essay-Bindung_04-10-06_SB11.txt	ich	467	470	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	zeitig mit dem Ausmaß an ‚ordentlichen Wurzeln’ zusammenhängt, war man sich lange nicht so bewusst, wie es heute erforscht ist.   Im Folgenden möchte 	ich	 auf die Bindungstheorie von John Bowlby (vgl. Grossmann 2012) eingehen, der sich eingängig mit der Mutter-Kind-Bindung beschäftigt hat und maßgeblich	4	Verfasser-Ich
Essay-Recht-auf-Leben_14-04-16_22-14-33_SB11+2966	753.0	Essay-Recht-auf-Leben_14-04-16_22-14-33_SB11	14-04-16_Essay-Recht-auf-Leben_22-14-33_SB11.txt	Ich	2966	2969	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	chert ist, beenden über 90 % der Frauen die Schwangerschaft. (Blinkert, u.a. 2002; Lenhard 2003, Mansfield u.a. 1997, zitiert nach Lenhard u.a. 2006) 	Ich	 beschäftige mich im Folgenden mit den Gründen, die heute wie zu NS-Zeiten dazu führen, dass behinderten Kindern, das Lebensrecht aberkannt wird und v	4	Verfasser-Ich
Essay-Recht-auf-Leben_14-04-16_22-14-33_SB11+3266	754.0	Essay-Recht-auf-Leben_14-04-16_22-14-33_SB11	14-04-16_Essay-Recht-auf-Leben_22-14-33_SB11.txt	ich	3266	3269	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	d vergleiche, ob es Kontinuitäten zwischen der NS-Euthanasie und der aktuellen Praxis der Pränataldiagnostik gibt und wie diese aussehen. Dafür werde 	ich	 zu Beginn auf die Begriffe der Eugenik und Euthanasie eingehen, den geschichtlichen Hintergrund erläutern und insbesondere untersuchen, welchen Einfl	4	Verfasser-Ich
Essay-Recht-auf-Leben_14-04-16_22-14-33_SB11+3605	755.0	Essay-Recht-auf-Leben_14-04-16_22-14-33_SB11	14-04-16_Essay-Recht-auf-Leben_22-14-33_SB11.txt	ich	3605	3608	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_5	nschenbildes darauf hat, dass sich die NS-Euthanasie und die heutige Praxis der Pränataldiagnostik überhaupt entwickeln konnte. Darüber hinaus stelle 	ich	 die aktuelle Situation rund um die Problematik der Pränataldiagnostik dar und untersuche, welche Rolle die Gesellschaft bei der Entscheidungsfindung 	4	Verfasser-Ich
Essay3_14-09-10_10-11-31_SB02+4908	729.0	Essay3_14-09-10_10-11-31_SB02	14-09-10_Essay3_10-11-31_SB02.txt	ich	4908	4911	Verfasser-Ich	Forscher-Ich	Forscher-Ich	SB-Ich	rough_match_10	indert die vertiefte Auseinandersetzung des Lerngegenstandes. (vgl. Internet: http://www.in-formations.net/ad10-schulkritik.php) Zusammenfassend kann 	ich	 sagen, dass die These: Extrinsische Motivation verhindert die vertiefte Auseinandersetzung mit dem Lerngegenstand absolut zutreffend ist. Viele Versu	2	Forscher-Ich
Examensarbeit-Diskussion-Fazit_12-06-11_27-23-27_SB15+14535	1027.0	Examensarbeit-Diskussion-Fazit_12-06-11_27-23-27_SB15	12-06-11_Examensarbeit-Diskussion-Fazit_27-23-27_SB15.txt	ich	14535	14538	Verfasser-Ich	Erzähler-Ich	Sonstige	Verfasser-Ich	fullmatch	hkeiten ebenso interessant, wie ein Versuch, den Sport in den integrativen und inklusiven Unterricht aufzunehmen.  Danksagung Besonders danken möchte 	ich	 der HIS e.V.  und deren Mitarbeitern, die mich bei meinem Vorhaben tatkräftig unterstützt haben. Außerdem danke ich der Schule Elbweg für das freundl	2	Verfasser-Ich
Examensarbeit-Diskussion-Fazit_12-06-11_27-23-27_SB15+14651	1028.0	Examensarbeit-Diskussion-Fazit_12-06-11_27-23-27_SB15	12-06-11_Examensarbeit-Diskussion-Fazit_27-23-27_SB15.txt	ich	14651	14654	Verfasser-Ich	Erzähler-Ich	Sonstige	Verfasser-Ich	fullmatch	anksagung Besonders danken möchte ich der HIS e.V.  und deren Mitarbeitern, die mich bei meinem Vorhaben tatkräftig unterstützt haben. Außerdem danke 	ich	 der Schule Elbweg für das freundliche Entgegenkommen, das mir die Durchführung der Studie ermöglichte. Die Schrift ist aber nicht die gleiche wie vor	2	Verfasser-Ich
Examensarbeit_12-06-10_27-23-27_SB15+920	787.0	Examensarbeit_12-06-10_27-23-27_SB15	12-06-10_Examensarbeit_27-23-27_SB15.txt	ich	920	923	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	fullmatch	sche (verfügbare Eisfläche) und finanzielle (Preise für Eiszeiten) Gründe verworfen und durch das Inline-Skaten ersetzt. Denn in diesem Bereich hatte 	ich	 bereits Erfahrungen aus dem Kurs „Rollen und Gleiten“ an der Universität Hamburg, der mir differenziertere Möglichkeiten aufzeigte, wie Übungen auf I	4	Erzähler-Ich
Expose-BA_14-12-08_04-13-10+1319	1234.0	Expose-BA_14-12-08_04-13-10	14-12-08_Expose-BA_04-13-10.txt	ich	1319	1322	Erzähler-Ich	Erzähler-Ich	None	Erzähler-Ich	rough_match_5	  Als ausländische Studentin an einer deutschen Universität betrifft mich diese Thematik auch persönlich. Während meiner bisherigen Studienzeit hatte 	ich	 bereits häufiger den Eindruck, dass ausländische Studenten mit ganz speziellen Herausforderungen konfrontiert werden. Zum einen betrifft dies das Ver	3	Erzähler-Ich
Expose-BA_14-12-08_04-13-10+1547	1235.0	Expose-BA_14-12-08_04-13-10	14-12-08_Expose-BA_04-13-10.txt	ich	1547	1550	Erzähler-Ich	Erzähler-Ich	None	Erzähler-Ich	rough_match_5	llen Herausforderungen konfrontiert werden. Zum einen betrifft dies das Verhältnis untereinander, aber auch das Verhalten der Lehrkräfte.  Zudem habe 	ich	 im Rahmen mehrerer Praktika an verschiedenen Hamburger Vorschulen Erfahrungen in der Erziehungsarbeit von ausländischen Kindern gemacht. Auch hier ha	3	Erzähler-Ich
Expose-BA_14-12-08_04-13-10+1703	1236.0	Expose-BA_14-12-08_04-13-10	14-12-08_Expose-BA_04-13-10.txt	ich	1703	1706	Erzähler-Ich	Erzähler-Ich	None	Erzähler-Ich	rough_match_5	 Rahmen mehrerer Praktika an verschiedenen Hamburger Vorschulen Erfahrungen in der Erziehungsarbeit von ausländischen Kindern gemacht. Auch hier habe 	ich	 Schwierigkeiten und die besonderen Herausforderungen im interkulturellen Bildungsalltag wahrgenommen. Zu guter Letzt habe ich das Thema auch deshalb 	3	Erzähler-Ich
Expose-BA_14-12-08_04-13-10+1829	1162.0	Expose-BA_14-12-08_04-13-10	14-12-08_Expose-BA_04-13-10.txt	ich	1829	1832	Erzähler-Ich	Erzähler-Ich	Forscher-Ich	Erzähler-Ich	rough_match_5	gemacht. Auch hier habe ich Schwierigkeiten und die besonderen Herausforderungen im interkulturellen Bildungsalltag wahrgenommen. Zu guter Letzt habe 	ich	 das Thema auch deshalb gewählt, weil ich später in diesem Bereich arbeiten möchte.  Die  Fragestellung Hier findet eine Eingrenzung des Themas statt:	3	Erzähler-Ich
Expose-BA_14-12-08_04-13-10+186	1161.0	Expose-BA_14-12-08_04-13-10	14-12-08_Expose-BA_04-13-10.txt	ich	186	189	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	rough_match_5	ikel-Nr.:  xx Thema: Interkulturelle Bildung in der Schule  Hier geht es um eine Rahmung des Themas: In welchem Zusammenhang steht das Thema? Wie bin 	ich	 zu dem Thema gekommen? Welches wissenschaftliche Problem ist der Ausgangspunkt für die Arbeit? Warum soll ausgerechnet dieses Problem behandelt werde	4	Erzähler-Ich
Expose-BA_14-12-08_04-13-10+1870	1163.0	Expose-BA_14-12-08_04-13-10	14-12-08_Expose-BA_04-13-10.txt	ich	1870	1873	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	rough_match_5	en und die besonderen Herausforderungen im interkulturellen Bildungsalltag wahrgenommen. Zu guter Letzt habe ich das Thema auch deshalb gewählt, weil 	ich	 später in diesem Bereich arbeiten möchte.  Die  Fragestellung Hier findet eine Eingrenzung des Themas statt: Auf welche eine zentrale Frage soll in d	4	Erzähler-Ich
Expose-BA_14-12-08_04-13-10+2424	1164.0	Expose-BA_14-12-08_04-13-10	14-12-08_Expose-BA_04-13-10.txt	ich	2424	2427	Verfasser-Ich	Verfasser-Ich	Schreiber-Ich	Verfasser-Ich	rough_match_10	en einen klaren Bezug zur zentralen Frage haben. Alle Fragen müssen eindeutig und verständlich formuliert sein. Im Rahmen meiner Bachelorarbeit werde 	ich	 insbesondere die folgenden Fragen untersuchen:  Inwieweit sind die Ansätze und Theorien des brasilianischen Pädagogen Paulo Freire für Praxis und The	3	Verfasser-Ich
Expose-BA_14-12-08_04-13-10+3026	1165.0	Expose-BA_14-12-08_04-13-10	14-12-08_Expose-BA_04-13-10.txt	ich	3026	3029	Verfasser-Ich	Verfasser-Ich	Schreiber-Ich	Erzähler-Ich	rough_match_15	estellung auf ein Ziel hin weiterzudenken: Was soll mit der Arbeit erreicht werden? Was soll untersucht/belegt/widerlegt werden? Welche Annahmen habe 	ich	 zu der Beantwortung der Fragestellung und zu den Ergebnissen (Hypothesen)? Ich denke, es existieren zahlreiche Ansätze von Paulo Freire, die helfen k	2	Verfasser-Ich
Expose-BA_14-12-08_04-13-10+3105	1166.0	Expose-BA_14-12-08_04-13-10	14-12-08_Expose-BA_04-13-10.txt	Ich	3105	3108	Verfasser-Ich	Forscher-Ich	Schreiber-Ich	Forscher-Ich	rough_match_15	den? Was soll untersucht/belegt/widerlegt werden? Welche Annahmen habe ich zu der Beantwortung der Fragestellung und zu den Ergebnissen (Hypothesen)? 	Ich	 denke, es existieren zahlreiche Ansätze von Paulo Freire, die helfen können, den Herausforderungen im Schulalltag in Deutschland zu begegnen. Dieses 	2	Forscher-Ich
Expose-BA_14-12-08_04-13-10+4235	1167.0	Expose-BA_14-12-08_04-13-10	14-12-08_Expose-BA_04-13-10.txt	ich	4235	4238	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_15	Ansätze Freires sind in erster Linie der Dialog, das Schüler-Lehrer-Verhältnis sowie die Lebensweltorientierung.  Geplante Vorgehensweise Hier stelle 	ich	 dar, wie ich bei der Beantwortung meiner Fragestellung vorgehen werde: Mit welchen wissenschaftlichen Methoden soll eine Antwort gefunden werden, z.B	4	Verfasser-Ich
Expose-BA_14-12-08_04-13-10+4603	1169.0	Expose-BA_14-12-08_04-13-10	14-12-08_Expose-BA_04-13-10.txt	ich	4603	4606	Verfasser-Ich	Verfasser-Ich	Schreiber-Ich	Erzähler-Ich	rough_match_15	itativ oder qualitativ? Warum sind meine ausgewählten Methoden geeignet, um das Thema zu bearbeiten? Hier ist es wichtig, sich selber zu fragen: Habe 	ich	 genügend Kenntnisse für die Methode, mit der ich arbeiten will? Beispiele: Für die schriftliche Befragung einer bestimmten Gruppe mit einem Frageboge	2	Verfasser-Ich
Expose-BA_14-12-08_04-13-10+4787	1170.0	Expose-BA_14-12-08_04-13-10	14-12-08_Expose-BA_04-13-10.txt	ich	4787	4790	Verfasser-Ich	Verfasser-Ich	Schreiber-Ich	Erzähler-Ich	rough_match_15	ode, mit der ich arbeiten will? Beispiele: Für die schriftliche Befragung einer bestimmten Gruppe mit einem Fragebogen (quantitatives Verfahren) muss 	ich	 Kenntnisse über die Konstruktion von Fragebögen besitzen. Will ich Daten über Interviews erheben (qualitatives Verfahren), muss ich die methodische A	2	Verfasser-Ich
Expose-BA_14-12-08_04-13-10+4854	1171.0	Expose-BA_14-12-08_04-13-10	14-12-08_Expose-BA_04-13-10.txt	ich	4854	4857	Verfasser-Ich	Verfasser-Ich	Schreiber-Ich	Erzähler-Ich	rough_match_15	ragung einer bestimmten Gruppe mit einem Fragebogen (quantitatives Verfahren) muss ich Kenntnisse über die Konstruktion von Fragebögen besitzen. Will 	ich	 Daten über Interviews erheben (qualitatives Verfahren), muss ich die methodische Anlageunterschiedlicher Interviewformen kennen und mit Transkription	2	Verfasser-Ich
Expose-BA_14-12-08_04-13-10+4919	1172.0	Expose-BA_14-12-08_04-13-10	14-12-08_Expose-BA_04-13-10.txt	ich	4919	4922	Verfasser-Ich	Verfasser-Ich	Schreiber-Ich	Erzähler-Ich	rough_match_15	s Verfahren) muss ich Kenntnisse über die Konstruktion von Fragebögen besitzen. Will ich Daten über Interviews erheben (qualitatives Verfahren), muss 	ich	 die methodische Anlageunterschiedlicher Interviewformen kennen und mit Transkriptionsverfahren und Auswertungssoftware vertraut sein. Bei der Erarbei	2	Verfasser-Ich
Expose-BA_14-12-08_04-13-10+5105	1173.0	Expose-BA_14-12-08_04-13-10	14-12-08_Expose-BA_04-13-10.txt	ich	5105	5108	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Forscher-Ich	rough_match_15	dlicher Interviewformen kennen und mit Transkriptionsverfahren und Auswertungssoftware vertraut sein. Bei der Erarbeitung meiner Bachelorarbeit werde 	ich	 mich einer analysierenden Vorgehensweise bedienen. Dabei möchte ich mich bei der Beantwortung der Fragestellungen auf Primär- und Sekundärliteratur s	3	Verfasser-Ich
Expose-BA_14-12-08_04-13-10+5173	1174.0	Expose-BA_14-12-08_04-13-10	14-12-08_Expose-BA_04-13-10.txt	ich	5173	5176	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_15	uswertungssoftware vertraut sein. Bei der Erarbeitung meiner Bachelorarbeit werde ich mich einer analysierenden Vorgehensweise bedienen. Dabei möchte 	ich	 mich bei der Beantwortung der Fragestellungen auf Primär- und Sekundärliteratur stützen. Zu den von mir untersuchten Themen, Fragestellungen und Thes	4	Verfasser-Ich
