	ID	Text	Text_korr	Span	StartChar	EndChar	Code-annotator1	Code-annotator2	Code-annotator3	Code-annotator4
Examensarbeit_12-05-11_01-05-55_SB09+10: 1374	766.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	214	225	Forscher-Ich*	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+12: 1436	768.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	150	159	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+12: 642	767.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	216	225	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+13: 523	769.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	292	300	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+15: 1396	774.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	447	456	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+15: 351	771.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	286	295	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+15: 557	772.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	Ich	225	234	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich*
Examensarbeit_12-05-11_01-05-55_SB09+15: 798	773.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	406	415	Forscher-Ich	Forscher-Ich	Verfasser-Ich*	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+15: 91	770.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	407	416	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+19: 76	775.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	258	267	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+20: 551	776.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	147	155	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+23: 311	777.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	277	286	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+23: 404	778.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	452	461	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+23: 448	779.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	Ich	269	278	Forscher-Ich	Forscher-Ich	Verfasser-Ich*	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+23: 751	780.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	272	281	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+23: 813	781.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	229	237	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+30: 166	782.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	263	272	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+35: 1544	783.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	Ich	441	450	Forscher-Ich*	Forscher-Ich	Erzähler-Ich*	Forscher-Ich*
Examensarbeit_12-05-11_01-05-55_SB09+43: 1005	784.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	359	367	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+47: 737	785.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	345	353	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+6: 1062	763.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	293	301	Forscher-Ich*	Verfasser-Ich	Erzähler-Ich*	Verfasser-Ich*
Examensarbeit_12-05-11_01-05-55_SB09+8: 765	764.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	185	194	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
Examensarbeit_12-05-11_01-05-55_SB09+8: 803	765.0	Examensarbeit_12-05-11_01-05-55_SB09	12-05-11_Examensarbeit_01-05-55_SB09.txt	ich	400	409	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich
Examensarbeit_12-06-10_27-23-27_SB15+142	786.0	Examensarbeit_12-06-10_27-23-27_SB15	12-06-10_Examensarbeit_27-23-27_SB15.txt	Ich	142	145	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich
Examensarbeit_12-06-10_27-23-27_SB15+46410	788.0	Examensarbeit_12-06-10_27-23-27_SB15	12-06-10_Examensarbeit_27-23-27_SB15.txt	Ich	46410	46413	SB-Ich	SB-Ich	SB-Ich	SB-Ich
Examensarbeit_12-06-10_27-23-27_SB15+46463	789.0	Examensarbeit_12-06-10_27-23-27_SB15	12-06-10_Examensarbeit_27-23-27_SB15.txt	ich	46463	46466	SB-Ich	SB-Ich	SB-Ich	SB-Ich
Examensarbeit_12-06-10_27-23-27_SB15+47087	790.0	Examensarbeit_12-06-10_27-23-27_SB15	12-06-10_Examensarbeit_27-23-27_SB15.txt	Ich	47087	47090	SB-Ich	SB-Ich	SB-Ich	SB-Ich
Examensarbeit_12-06-10_27-23-27_SB15+920	787.0	Examensarbeit_12-06-10_27-23-27_SB15	12-06-10_Examensarbeit_27-23-27_SB15.txt	ich	920	923	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich
Examensarbeit_13-02-08_24-29-07+100: 2418	823.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	495	504	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+100: 2485	824.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	332	340	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+100: 2527	825.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	70	78	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+100: 2564	826.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	258	267	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+100: 2616	827.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	57	65	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+101: 1194	830.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	245	253	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+101: 151	828.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	Ich	309	318	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+101: 292	829.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	77	85	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+102: 148	831.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	103	111	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+102: 2153	833.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	310	318	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+102: 604	832.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	495	503	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+103: 1723	834.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	Ich	138	147	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+103: 2163	835.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	465	474	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+104: 199	836.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	Ich	340	349	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+104: 2201	838.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	Ich	57	66	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+104: 461	837.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	Ich	246	255	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+105: 496	839.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	389	397	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+106: 1055	843.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	136	145	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+106: 1093	844.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	Ich	335	345	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+106: 116	840.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	196	205	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+106: 1160	845.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	Ich	195	204	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+106: 1241	846.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	77	85	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+106: 1369	847.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	248	256	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+106: 824	841.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	190	198	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+106: 941	842.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	329	337	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+107: 1082	849.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	353	361	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+107: 1295	850.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	Ich	466	476	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+107: 1511	851.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	Ich	147	156	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+107: 524	848.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	57	65	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 1169	858.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	432	440	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 1203	859.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	142	150	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 1287	860.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	84	92	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 1389	861.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	86	94	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 1475	862.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	57	65	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 1505	863.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	Ich	201	210	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 1549	864.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	443	452	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 1630	865.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	371	379	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 1692	866.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	210	218	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 1729	867.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	400	408	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 1896	868.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	298	307	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 191	852.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	135	143	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 1912	869.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	377	385	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 1923	870.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	430	438	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 1929	871.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	Ich	457	466	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 2065	872.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	208	216	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 2190	873.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	399	407	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 2199	874.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	440	449	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 242	853.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	393	401	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 399	854.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	289	297	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 439	855.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	Ich	474	483	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 522	856.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	442	451	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+108: 720	857.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	Ich	494	504	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+109: 214	877.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	153	162	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+109: 243	878.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	Ich	306	315	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+109: 298	879.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	121	129	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+109: 424	880.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	317	325	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+109: 517	881.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	338	346	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+109: 54	875.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	299	308	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
Examensarbeit_13-02-08_24-29-07+109: 687	882.0	Examensarbeit_13-02-08_24-29-07	13-02-08_Examensarbeit_24-29-07.txt	ich	291	300	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"
